2023-01-14|09:45:13|CoffeeShop|Downtown|D|4.75
2023-03-03|16:57:28|Groceries|Walmart|P|-477.99
2023-08-03|14:39:00|Subscription|Netflix|D|478.73
2022-07-06|15:59:56|Coffee|Starbucks|D|55.30
2023-02-10|01:35:35|Coffee|Starbucks|D|318.61
2022-11-17|11:41:34|Subscription|Spotify|P|-289.03
2024-05-23|14:33:18|Groceries|Walmart|P|-260.69
2025-12-21|19:12:28|Gas|Shell|P|-125.86
2024-05-12|22:26:29|Hardware|Home Depot|D|27.09
2023-06-15|19:57:34|Subscription|Netflix|D|296.04
2024-04-29|12:37:29|Pharmacy|CVS|D|415.25
2024-12-04|15:12:48|Coffee|Starbucks|P|-89.12
2025-05-12|17:09:56|Hardware|Home Depot|D|239.26
2023-10-19|11:50:37|Groceries|Walmart|P|-157.38
2023-11-20|17:25:04|Retail|Target|D|102.21
2024-09-05|22:34:23|Retail|Target|D|154.41
2024-10-18|10:54:09|Groceries|Walmart|P|-297.76
2023-07-05|05:13:15|Retail|Target|D|468.59
2023-07-14|09:36:11|Electronics|Apple|D|26.19
2025-06-27|17:08:01|Transport|Uber|D|102.11
2023-07-06|01:56:13|Groceries|Costco|D|362.39
2023-08-03|07:17:43|Electronics|Apple|P|-21.78
2023-03-19|15:32:49|Electronics|Best Buy|P|-216.58
2024-01-18|06:41:09|Electronics|Best Buy|P|-266.87
2023-06-23|19:37:03|Gas|Shell|D|115.30
2025-01-19|14:21:29|Online Shopping|Amazon|P|-307.24
2024-03-19|04:34:34|Fast Food|McDonald's|D|299.68
2022-04-07|04:24:11|Groceries|Costco|D|395.37
2024-03-05|23:23:05|Subscription|Netflix|P|-472.67
2024-07-20|11:18:33|Coffee|Starbucks|P|-28.36
2024-06-20|03:36:32|Subscription|Spotify|P|-142.54
2024-09-02|18:03:37|Pharmacy|CVS|P|-375.88
2023-09-29|20:43:05|Electronics|Apple|D|229.69
2025-04-23|12:42:14|Subscription|Netflix|D|247.87
2024-12-28|08:01:52|Electronics|Best Buy|P|-134.27
2023-04-11|21:28:16|Transport|Uber|D|429.92
2023-02-10|00:00:02|Electronics|Best Buy|D|12.29
2024-11-29|14:41:21|Transport|Uber|D|409.11
2023-04-05|08:48:07|Pharmacy|CVS|D|120.84
2024-10-18|06:45:36|Electronics|Apple|P|-234.66
2025-05-17|07:04:17|Gas|Shell|P|-77.55
2023-06-11|11:12:54|Subscription|Netflix|D|17.53
2023-10-28|06:49:02|Pharmacy|CVS|D|296.28
2023-02-20|10:58:25|Electronics|Best Buy|D|120.12
2025-04-29|15:19:20|Fast Food|McDonald's|P|-258.76
2024-04-03|10:55:33|Transport|Uber|D|195.30
2024-02-21|07:53:25|Transport|Uber|D|26.91
2023-05-16|11:16:52|Transport|Uber|D|294.83
2024-01-29|14:56:15|Electronics|Apple|D|220.20
2025-09-13|00:17:45|Transport|Uber|D|6.77
2023-09-19|19:37:28|Pharmacy|CVS|D|456.94
2022-04-09|06:06:13|Hardware|Home Depot|D|135.30
2023-04-19|23:47:07|Electronics|Apple|P|-487.78
2023-05-12|23:05:16|Groceries|Costco|P|-132.49
2025-06-11|06:43:07|Subscription|Spotify|P|-137.56
2022-11-01|21:43:29|Groceries|Walmart|D|343.08
2023-08-19|07:06:55|Groceries|Walmart|D|202.72
2025-09-11|03:42:40|Gas|Shell|P|-315.65
2024-08-13|17:20:40|Coffee|Starbucks|D|458.76
2022-02-19|09:10:59|Gas|Shell|P|-89.11
2025-08-25|05:51:23|Online Shopping|Amazon|P|-147.22
2025-09-14|01:08:15|Electronics|Best Buy|P|-412.25
2022-05-20|19:54:42|Groceries|Walmart|P|-272.89
2024-09-12|04:56:44|Subscription|Netflix|P|-278.43
2022-01-07|10:33:13|Subscription|Spotify|D|111.56
2022-11-13|14:46:48|Electronics|Best Buy|P|-318.58
2025-03-31|20:24:24|Online Shopping|Amazon|P|-274.88
2025-08-09|19:08:03|Retail|Target|P|-384.56
2022-08-19|07:11:03|Fast Food|McDonald's|D|217.52
2022-05-18|20:18:48|Pharmacy|CVS|D|328.81
2022-08-02|13:09:13|Hardware|Home Depot|D|447.72
2022-05-07|15:54:34|Groceries|Walmart|D|422.84
2025-08-05|12:00:38|Pharmacy|CVS|P|-335.26
2022-03-05|16:51:24|Electronics|Apple|D|77.82
2023-02-17|21:21:30|Groceries|Walmart|P|-310.60
2022-01-26|15:28:42|Fast Food|McDonald's|P|-322.56
2025-07-14|05:07:53|Hardware|Home Depot|D|117.26
2025-01-03|06:41:52|Subscription|Spotify|D|213.74
2022-04-26|11:40:07|Gas|Shell|P|-59.55
2022-10-08|21:27:25|Groceries|Walmart|P|-65.56
2023-08-16|21:49:05|Gas|Shell|D|147.28
2022-03-02|01:34:02|Online Shopping|Amazon|P|-16.48
2022-05-06|16:31:40|Gas|Shell|P|-250.33
2022-07-17|06:12:55|Gas|Shell|D|188.57
2025-05-10|17:47:23|Electronics|Best Buy|P|-411.81
2022-09-19|06:31:48|Electronics|Best Buy|D|249.08
2024-03-05|17:42:07|Transport|Uber|D|352.54
2022-04-17|07:27:37|Coffee|Starbucks|P|-416.49
2025-08-16|15:50:25|Subscription|Netflix|P|-259.04
2022-06-24|03:39:03|Fast Food|McDonald's|P|-131.56
2024-06-07|17:15:52|Transport|Uber|P|-31.25
2024-05-22|21:23:24|Retail|Target|P|-102.78
2025-08-03|17:33:35|Coffee|Starbucks|P|-442.44
2024-06-03|01:54:51|Subscription|Spotify|D|359.03
2022-04-02|21:26:00|Online Shopping|Amazon|D|413.63
2024-12-19|12:17:33|Hardware|Home Depot|D|367.31
2024-09-28|17:59:33|Online Shopping|Amazon|D|321.44
2025-11-08|19:30:53|Electronics|Best Buy|P|-346.73
2024-03-08|15:44:34|Gas|Shell|D|31.74
2023-03-30|20:38:14|Gas|Shell|D|197.97
2025-06-30|05:36:47|Pharmacy|CVS|D|451.69
2025-05-18|07:04:35|Electronics|Apple|D|218.93
2022-02-23|13:18:35|Electronics|Apple|D|245.43
2025-03-17|23:17:07|Transport|Lyft|P|-373.47
2025-06-11|15:14:50|Groceries|Costco|D|466.81
2022-11-21|02:14:51|Electronics|Best Buy|D|186.57
2024-10-29|12:36:27|Pharmacy|CVS|D|239.84
2025-01-22|13:20:49|Retail|Target|D|33.27
2022-07-21|16:28:12|Subscription|Netflix|D|482.92
2024-11-08|09:23:05|Subscription|Netflix|P|-228.74
2024-08-17|04:05:38|Transport|Lyft|P|-7.80
2023-07-29|23:05:37|Groceries|Costco|P|-488.00
2023-02-24|05:23:20|Electronics|Best Buy|P|-179.17
2025-11-13|23:37:34|Transport|Lyft|P|-337.41
2022-03-30|03:24:09|Transport|Uber|P|-402.59
2024-10-03|12:12:52|Electronics|Best Buy|P|-55.53
2025-07-16|21:21:10|Fast Food|McDonald's|P|-405.23
2022-04-09|03:06:04|Subscription|Spotify|P|-385.39
2024-11-11|01:27:34|Electronics|Apple|P|-7.22
2022-06-25|13:30:53|Retail|Target|P|-402.78
2023-04-24|21:37:15|Hardware|Home Depot|D|284.83
2024-10-03|02:33:59|Gas|Shell|P|-396.90
2025-04-26|21:16:32|Subscription|Spotify|P|-327.24
2023-06-19|14:24:23|Online Shopping|Amazon|P|-138.23
2022-01-18|20:48:32|Groceries|Walmart|D|434.69
2025-12-07|14:33:32|Groceries|Costco|P|-436.69
2025-12-07|05:52:07|Groceries|Walmart|D|342.38
2022-10-02|22:53:56|Electronics|Apple|D|98.03
2024-07-03|06:44:12|Transport|Lyft|P|-38.80
2022-02-02|07:06:47|Electronics|Best Buy|P|-229.02
2022-06-22|10:12:56|Subscription|Spotify|P|-31.72
2025-06-19|15:44:50|Fast Food|McDonald's|P|-18.72
2023-05-16|18:41:34|Hardware|Home Depot|D|295.36
2025-02-05|22:13:14|Gas|Shell|D|449.00
2025-09-22|08:51:19|Electronics|Best Buy|D|342.59
2022-04-26|08:49:02|Online Shopping|Amazon|D|136.32
2024-02-05|11:38:16|Electronics|Best Buy|D|192.96
2023-12-04|06:16:29|Subscription|Spotify|P|-124.21
2024-11-26|10:12:34|Pharmacy|CVS|P|-226.67
2024-11-28|12:03:19|Transport|Lyft|P|-363.25
2022-01-31|15:46:26|Transport|Lyft|P|-269.83
2023-08-17|19:04:37|Transport|Lyft|P|-227.97
2022-09-22|00:49:20|Online Shopping|Amazon|D|235.99
2025-04-28|07:32:22|Transport|Uber|D|86.85
2023-09-18|15:19:57|Retail|Target|D|285.29
2022-05-23|21:23:20|Fast Food|McDonald's|D|279.25
2023-03-29|09:23:52|Subscription|Spotify|D|439.97
2024-10-27|02:51:06|Electronics|Best Buy|P|-277.83
2022-07-11|11:37:54|Subscription|Spotify|D|162.26
2023-03-06|23:35:43|Gas|Shell|P|-474.57
2022-11-07|12:55:03|Pharmacy|CVS|P|-341.74
2022-08-03|03:58:41|Pharmacy|CVS|D|492.90
2024-05-06|21:21:03|Transport|Uber|P|-222.85
2025-02-20|20:11:36|Transport|Uber|P|-481.70
2024-01-09|11:03:25|Pharmacy|CVS|P|-267.02
2024-07-30|08:33:51|Coffee|Starbucks|D|441.29
2025-03-26|11:31:36|Coffee|Starbucks|D|247.61
2022-01-08|21:54:17|Hardware|Home Depot|P|-319.59
2023-03-24|11:49:27|Transport|Lyft|P|-251.75
2023-03-11|14:07:00|Transport|Lyft|P|-245.40
2023-08-26|04:15:30|Online Shopping|Amazon|D|103.95
2023-04-14|01:26:40|Fast Food|McDonald's|D|486.80
2025-03-04|01:14:36|Coffee|Starbucks|P|-482.74
2022-05-17|12:03:26|Groceries|Costco|P|-442.40
2024-05-23|20:48:08|Retail|Target|P|-209.82
2024-10-14|19:13:49|Online Shopping|Amazon|D|161.79
2025-06-24|11:31:56|Pharmacy|CVS|D|287.30
2023-12-01|16:09:27|Groceries|Costco|D|485.94
2025-08-29|04:09:07|Transport|Uber|P|-214.29
2025-06-12|15:17:16|Subscription|Netflix|P|-448.20
2023-05-14|21:08:01|Electronics|Best Buy|P|-452.00
2023-07-17|19:40:02|Groceries|Walmart|D|399.95
2024-04-26|12:03:41|Electronics|Best Buy|D|90.54
2024-05-06|03:42:42|Electronics|Best Buy|P|-103.07
2022-08-27|04:25:46|Coffee|Starbucks|D|20.18
2022-03-22|13:33:45|Transport|Lyft|D|187.52
2022-09-20|02:50:44|Electronics|Best Buy|D|374.72
2024-10-07|08:12:18|Gas|Shell|D|365.86
2024-05-22|00:34:00|Groceries|Walmart|D|403.68
2024-12-21|11:30:35|Electronics|Apple|D|79.23
2023-02-17|05:15:38|Coffee|Starbucks|P|-10.25
2025-09-11|02:16:24|Online Shopping|Amazon|D|250.61
2025-07-23|09:22:19|Groceries|Costco|D|189.76
2023-07-20|17:23:35|Gas|Shell|P|-150.65
2025-09-17|23:56:08|Groceries|Costco|P|-217.45
2023-01-12|16:57:31|Transport|Uber|P|-178.57
2023-06-04|23:53:41|Groceries|Walmart|D|134.75
2023-12-08|09:19:55|Electronics|Apple|P|-401.35
2023-09-01|16:49:07|Subscription|Spotify|P|-95.91
2024-04-13|10:03:13|Fast Food|McDonald's|P|-237.52
2025-12-09|10:50:19|Coffee|Starbucks|P|-209.80
2025-12-22|19:22:09|Online Shopping|Amazon|D|97.20
2023-05-09|14:45:35|Transport|Uber|D|254.83
2024-05-31|11:59:04|Coffee|Starbucks|D|246.12
2022-10-15|13:38:58|Retail|Target|D|265.76
2023-08-17|02:04:57|Groceries|Costco|D|70.24
2025-04-09|19:49:06|Hardware|Home Depot|P|-8.06
2025-05-09|17:05:47|Electronics|Best Buy|D|463.00
2023-03-03|23:52:41|Retail|Target|P|-209.69
2023-12-02|08:30:23|Online Shopping|Amazon|P|-123.50
2024-03-24|18:15:39|Retail|Target|D|377.76
2023-04-30|15:13:20|Hardware|Home Depot|D|15.82
2023-04-02|13:24:57|Transport|Lyft|P|-76.54
2023-09-02|09:31:54|Electronics|Apple|P|-142.30
2022-10-07|12:31:07|Fast Food|McDonald's|P|-191.79
2023-11-14|11:24:16|Transport|Uber|P|-351.17
2022-05-01|13:46:54|Pharmacy|CVS|D|344.01
2025-02-21|03:39:32|Subscription|Netflix|D|231.87
2023-02-06|01:55:38|Hardware|Home Depot|P|-469.04
2022-04-18|15:13:15|Fast Food|McDonald's|P|-382.63
2024-04-28|07:24:00|Transport|Lyft|D|364.97
2024-02-03|15:58:32|Groceries|Walmart|D|421.56
2022-02-10|01:24:31|Retail|Target|P|-441.72
2025-02-02|15:27:43|Online Shopping|Amazon|D|271.11
2024-04-10|12:57:32|Subscription|Spotify|D|77.76
2024-02-18|15:41:13|Fast Food|McDonald's|P|-322.73
2022-05-23|12:59:18|Electronics|Best Buy|D|83.53
2025-07-07|21:34:00|Gas|Shell|D|408.04
2022-12-14|10:27:01|Groceries|Costco|P|-340.66
2025-09-23|17:01:03|Electronics|Apple|P|-1.42
2023-07-27|18:49:16|Fast Food|McDonald's|P|-137.41
2022-12-24|19:44:47|Pharmacy|CVS|D|41.42
2024-03-23|12:40:24|Transport|Uber|P|-410.81
2024-02-08|06:00:26|Online Shopping|Amazon|D|182.96
2025-07-13|00:01:30|Retail|Target|P|-444.69
2022-04-15|13:36:14|Subscription|Netflix|D|63.09
2022-07-31|10:18:29|Transport|Uber|D|88.50
2024-09-25|15:20:44|Groceries|Costco|D|415.87
2024-09-06|18:59:54|Hardware|Home Depot|D|248.14
2022-07-26|04:01:56|Subscription|Netflix|P|-387.00
2023-03-26|18:36:55|Electronics|Best Buy|D|94.31
2024-11-15|20:22:07|Coffee|Starbucks|D|488.50
2023-06-01|03:13:48|Subscription|Netflix|P|-210.82
2024-11-15|15:24:38|Electronics|Best Buy|P|-191.41
2025-12-19|18:42:40|Subscription|Spotify|D|205.44
2025-01-28|08:14:42|Hardware|Home Depot|P|-390.67
2022-10-24|06:02:35|Retail|Target|D|108.08
2024-11-17|02:20:14|Pharmacy|CVS|P|-222.00
2025-10-13|00:54:40|Hardware|Home Depot|D|210.29
2025-07-16|03:29:34|Coffee|Starbucks|D|203.46
2025-10-19|07:10:30|Subscription|Netflix|D|427.29
2025-01-07|08:12:55|Hardware|Home Depot|P|-252.41
2022-07-18|23:39:49|Gas|Shell|D|265.44
2022-02-11|01:13:14|Hardware|Home Depot|D|88.97
2025-11-20|12:47:18|Electronics|Best Buy|P|-365.43
2022-11-05|17:30:57|Groceries|Costco|P|-442.99
2023-08-22|05:52:27|Hardware|Home Depot|D|489.49
2024-08-11|11:54:38|Fast Food|McDonald's|P|-185.64
2025-05-29|00:07:22|Online Shopping|Amazon|P|-337.34
2023-05-12|20:26:46|Gas|Shell|P|-14.46
2024-04-07|00:26:53|Transport|Lyft|P|-272.52
2022-01-25|17:58:47|Fast Food|McDonald's|D|398.67
2024-07-13|17:06:19|Gas|Shell|D|408.56
2023-03-11|11:48:04|Hardware|Home Depot|P|-244.76
2025-10-20|17:31:04|Gas|Shell|D|168.93
2023-03-22|01:51:10|Transport|Uber|P|-61.32
2024-07-14|09:08:50|Gas|Shell|P|-46.66
2022-11-12|20:33:26|Transport|Uber|P|-376.54
2025-03-06|05:49:03|Fast Food|McDonald's|P|-308.15
2022-12-17|20:53:50|Coffee|Starbucks|D|344.82
2024-12-07|15:35:27|Retail|Target|P|-56.98
2023-11-17|05:04:48|Coffee|Starbucks|D|353.17
2024-01-03|17:20:39|Transport|Lyft|P|-196.01
2023-04-13|01:06:02|Subscription|Spotify|D|328.73
2022-04-19|06:38:02|Online Shopping|Amazon|D|119.32
2022-12-11|11:21:56|Groceries|Walmart|P|-94.30
2024-06-21|12:05:24|Subscription|Netflix|P|-340.73
2023-04-10|17:26:15|Groceries|Costco|P|-481.56
2025-10-27|20:54:46|Subscription|Spotify|D|15.55
2023-06-29|01:18:57|Fast Food|McDonald's|P|-168.42
2023-06-25|08:17:11|Hardware|Home Depot|P|-326.62
2022-02-11|05:06:09|Transport|Uber|P|-310.72
2023-03-01|14:50:24|Online Shopping|Amazon|D|183.36
2024-08-31|07:48:40|Coffee|Starbucks|D|5.68
2024-05-06|20:03:14|Pharmacy|CVS|P|-393.69
2024-03-15|23:56:21|Groceries|Costco|P|-84.46
2022-09-20|14:53:29|Retail|Target|P|-214.11
2023-11-26|17:23:58|Groceries|Walmart|D|416.91
2023-10-06|16:31:39|Gas|Shell|D|178.04
2022-07-14|16:20:50|Hardware|Home Depot|P|-176.81
2022-01-20|11:42:09|Electronics|Best Buy|P|-492.32
2025-02-25|16:44:04|Hardware|Home Depot|D|148.42
2022-04-06|23:14:47|Transport|Lyft|D|213.24
2024-08-15|04:02:35|Groceries|Walmart|P|-115.66
2024-01-16|15:17:18|Transport|Uber|D|192.44
2025-02-12|09:04:00|Hardware|Home Depot|D|20.48
2022-01-14|14:39:30|Retail|Target|D|200.24
2023-11-28|01:24:27|Subscription|Spotify|D|299.26
2025-07-20|09:45:45|Online Shopping|Amazon|D|299.93
2022-01-30|01:50:28|Fast Food|McDonald's|P|-77.98
2023-12-07|13:37:24|Pharmacy|CVS|P|-182.27
2022-09-19|17:41:46|Subscription|Spotify|D|317.92
2025-07-21|12:51:59|Gas|Shell|P|-193.06
2023-09-09|04:09:53|Groceries|Walmart|D|257.69
2025-12-20|20:16:55|Transport|Lyft|P|-386.85
2022-04-08|02:44:39|Electronics|Apple|D|378.98
2022-10-06|21:59:18|Coffee|Starbucks|D|17.10
2023-08-16|05:13:46|Groceries|Walmart|P|-408.69
2023-05-03|21:39:52|Hardware|Home Depot|P|-103.65
2025-11-24|04:49:16|Online Shopping|Amazon|P|-232.91
2022-08-30|07:35:38|Transport|Uber|D|432.90
2022-01-28|09:38:47|Groceries|Costco|D|288.10
2024-07-08|17:02:16|Gas|Shell|P|-323.61
2022-05-29|00:42:07|Electronics|Apple|D|472.30
2022-07-14|10:30:45|Groceries|Costco|D|219.39
2024-05-10|05:43:18|Online Shopping|Amazon|P|-408.33
2023-11-28|06:47:44|Hardware|Home Depot|P|-69.97
2022-06-23|22:39:23|Fast Food|McDonald's|P|-435.30
2025-04-19|04:07:15|Transport|Lyft|D|186.52
2022-05-10|07:44:49|Transport|Uber|P|-386.50
2025-01-05|23:37:49|Electronics|Apple|P|-285.43
2024-02-29|02:00:06|Pharmacy|CVS|P|-416.70
2024-07-20|05:19:43|Subscription|Netflix|D|361.49
2025-01-17|06:12:30|Fast Food|McDonald's|P|-30.73
2023-01-27|14:33:24|Subscription|Netflix|D|262.59
2022-07-19|20:21:15|Subscription|Spotify|D|169.09
2022-01-26|20:30:02|Transport|Lyft|D|161.33
2023-05-12|04:11:54|Transport|Uber|P|-479.79
2022-08-22|16:14:54|Groceries|Costco|D|228.08
2025-08-24|06:33:48|Groceries|Costco|D|376.52
2024-04-27|08:14:04|Coffee|Starbucks|D|215.97
2023-02-08|13:56:35|Gas|Shell|P|-49.92
2024-07-08|08:34:53|Subscription|Spotify|P|-34.84
2024-02-03|05:40:18|Electronics|Apple|P|-346.12
2023-01-11|10:49:08|Subscription|Spotify|D|119.03
2024-06-27|00:06:31|Fast Food|McDonald's|D|212.60
2023-12-11|16:56:04|Groceries|Walmart|P|-377.85
2025-12-29|07:55:11|Electronics|Apple|D|165.34
2025-10-29|14:56:10|Online Shopping|Amazon|P|-375.85
2022-07-06|05:13:40|Fast Food|McDonald's|D|483.59
2024-09-15|21:31:53|Subscription|Spotify|P|-237.40
2025-06-22|15:08:52|Transport|Lyft|D|450.46
2024-09-13|21:10:38|Hardware|Home Depot|D|446.69
2025-12-09|20:57:22|Groceries|Walmart|D|123.51
2023-10-25|03:02:48|Retail|Target|P|-440.16
2025-10-07|01:20:16|Groceries|Costco|P|-85.79
2025-02-10|21:15:59|Hardware|Home Depot|P|-171.99
2025-10-04|15:26:50|Coffee|Starbucks|D|136.51
2023-01-16|00:07:38|Fast Food|McDonald's|D|496.48
2023-12-22|07:55:43|Gas|Shell|D|389.09
2024-04-03|20:08:23|Pharmacy|CVS|P|-52.39
2023-01-15|04:03:54|Retail|Target|P|-436.71
2024-10-30|03:08:32|Pharmacy|CVS|D|192.47
2023-11-29|01:56:20|Retail|Target|P|-105.12
2024-04-16|09:24:58|Electronics|Apple|P|-321.30
2022-12-14|05:32:41|Hardware|Home Depot|D|435.99
2025-08-29|08:43:14|Electronics|Apple|P|-266.62
2024-10-12|14:46:00|Gas|Shell|D|189.77
2022-07-07|18:45:52|Groceries|Costco|P|-43.52
2023-10-06|20:19:53|Online Shopping|Amazon|D|226.73
2024-08-16|15:06:04|Transport|Lyft|P|-399.35
2022-01-13|00:02:08|Transport|Lyft|D|147.47
2025-11-30|21:36:54|Subscription|Netflix|D|351.32
2024-10-29|19:20:07|Transport|Uber|D|256.45
2023-02-25|20:15:51|Electronics|Apple|P|-102.81
2025-08-18|20:41:25|Transport|Uber|D|297.90
2022-05-08|14:51:31|Transport|Lyft|P|-190.18
2022-01-31|13:38:23|Coffee|Starbucks|D|182.04
2023-04-21|16:02:30|Pharmacy|CVS|P|-299.23
2023-08-09|13:03:22|Subscription|Spotify|P|-364.73
2024-01-03|05:42:00|Gas|Shell|D|75.90
2022-03-24|10:19:19|Retail|Target|P|-146.66
2022-06-15|23:19:47|Online Shopping|Amazon|P|-229.59
2022-12-04|19:08:47|Groceries|Costco|P|-156.04
2023-06-21|13:42:06|Groceries|Walmart|D|473.15
2022-02-28|14:02:45|Groceries|Costco|P|-102.20
2022-08-26|18:44:31|Groceries|Costco|D|59.57
2025-06-13|05:18:55|Groceries|Costco|P|-498.03
2025-04-05|17:05:53|Transport|Lyft|P|-495.83
2025-02-01|16:40:52|Pharmacy|CVS|P|-380.90
2023-03-15|19:33:29|Retail|Target|D|330.54
2022-12-17|13:36:18|Online Shopping|Amazon|D|145.45
2025-06-09|20:18:09|Transport|Uber|P|-2.09
2024-08-17|14:24:07|Electronics|Apple|D|370.26
2024-10-23|12:26:10|Retail|Target|D|422.18
2024-08-02|17:35:07|Transport|Lyft|P|-484.08
2024-06-15|00:35:56|Hardware|Home Depot|P|-192.32
2023-04-05|23:36:07|Electronics|Apple|D|178.22
2024-11-18|04:41:05|Coffee|Starbucks|D|447.57
2023-02-13|11:10:09|Pharmacy|CVS|P|-341.82
2023-01-06|09:52:28|Transport|Uber|P|-381.59
2022-02-07|22:07:17|Hardware|Home Depot|D|282.21
2025-11-04|11:30:45|Hardware|Home Depot|D|21.72
2024-11-03|06:04:06|Subscription|Netflix|P|-331.39
2022-06-19|12:17:59|Online Shopping|Amazon|P|-82.69
2024-03-04|05:22:56|Subscription|Spotify|D|228.13
2022-03-16|01:48:36|Subscription|Spotify|D|455.67
2024-05-11|02:52:02|Groceries|Costco|P|-69.35
2022-04-17|09:40:43|Pharmacy|CVS|D|274.50
2024-05-20|05:48:48|Coffee|Starbucks|D|348.04
2024-02-05|07:38:08|Fast Food|McDonald's|P|-15.21
2023-07-30|21:53:50|Subscription|Spotify|D|248.73
2024-03-20|22:33:18|Gas|Shell|P|-401.08
2023-04-08|16:17:32|Online Shopping|Amazon|P|-263.98
2025-09-13|15:07:07|Online Shopping|Amazon|P|-421.33
2025-06-02|14:15:32|Groceries|Costco|D|184.83
2023-08-23|10:11:38|Coffee|Starbucks|P|-408.77
2022-08-02|10:10:15|Fast Food|McDonald's|P|-317.41
2022-05-18|21:40:59|Electronics|Apple|P|-328.80
2025-04-27|11:35:02|Transport|Lyft|P|-211.69
2025-05-17|00:33:42|Gas|Shell|P|-142.81
2022-04-15|22:23:41|Electronics|Apple|P|-91.96
2024-12-11|11:37:32|Transport|Uber|D|336.50
2023-03-21|05:17:49|Retail|Target|P|-269.90
2022-07-24|10:07:54|Online Shopping|Amazon|D|326.04
2025-11-27|03:13:10|Retail|Target|D|159.07
2024-10-30|11:48:29|Hardware|Home Depot|P|-219.65
2023-11-08|15:34:45|Transport|Uber|D|423.32
2023-05-17|23:14:48|Electronics|Best Buy|D|144.75
2025-10-14|05:51:32|Subscription|Spotify|P|-43.94
2024-09-20|15:44:51|Subscription|Netflix|D|178.33
2024-06-25|17:02:00|Electronics|Best Buy|D|119.93
2022-01-28|07:14:09|Hardware|Home Depot|D|436.42
2024-05-28|16:23:11|Subscription|Spotify|D|89.34
2023-06-25|23:01:41|Gas|Shell|D|72.65
2023-03-07|15:39:13|Electronics|Apple|P|-288.87
2025-05-12|01:30:00|Pharmacy|CVS|D|466.56
2024-10-06|03:14:32|Subscription|Netflix|D|59.87
2023-10-22|02:50:06|Groceries|Walmart|P|-157.38
2024-07-12|12:06:25|Transport|Lyft|P|-136.03
2024-09-30|17:08:24|Subscription|Spotify|P|-324.71
2022-06-18|01:27:25|Subscription|Netflix|P|-474.95
2024-07-25|23:08:01|Pharmacy|CVS|D|24.79
2024-06-21|02:17:36|Coffee|Starbucks|P|-496.03
2025-03-22|01:25:52|Subscription|Spotify|D|58.52
2023-07-12|13:27:34|Subscription|Spotify|P|-479.88
2023-05-27|20:49:03|Online Shopping|Amazon|P|-266.01
2025-05-01|00:54:36|Groceries|Costco|P|-462.21
2022-05-20|09:20:37|Groceries|Walmart|P|-68.89
2024-03-16|22:35:15|Groceries|Walmart|D|443.52
2023-04-15|03:59:09|Electronics|Apple|P|-274.94
2022-09-19|06:18:21|Subscription|Spotify|D|188.41
2022-01-29|03:23:36|Transport|Lyft|P|-83.00
2024-04-03|11:31:51|Transport|Lyft|D|191.93
2025-07-04|18:04:48|Coffee|Starbucks|D|67.68
2022-08-22|05:39:39|Online Shopping|Amazon|P|-249.58
2024-04-04|17:10:54|Groceries|Walmart|P|-257.10
2023-07-25|20:55:03|Coffee|Starbucks|P|-392.82
2025-08-05|04:14:58|Transport|Uber|D|195.68
2022-09-26|03:20:55|Transport|Uber|D|35.02
2023-08-24|14:30:41|Online Shopping|Amazon|D|474.82
2025-11-23|13:08:12|Hardware|Home Depot|P|-42.02
2024-08-23|00:42:35|Coffee|Starbucks|P|-132.51
2022-10-15|07:06:33|Subscription|Netflix|P|-410.31
2025-01-15|23:00:24|Online Shopping|Amazon|P|-400.97
2024-01-20|17:51:40|Online Shopping|Amazon|P|-289.53
2023-08-13|13:07:06|Electronics|Best Buy|P|-47.78
2022-08-26|20:27:23|Groceries|Costco|P|-164.12
2023-05-17|18:35:59|Hardware|Home Depot|D|193.92
2024-08-13|02:54:34|Electronics|Best Buy|P|-181.20
2023-09-19|08:17:34|Groceries|Walmart|P|-156.18
2023-10-24|22:35:40|Pharmacy|CVS|D|465.32
2024-01-27|02:09:18|Transport|Lyft|P|-198.63
2022-03-03|09:59:03|Hardware|Home Depot|P|-213.99
2025-11-21|00:03:21|Subscription|Netflix|P|-172.56
2022-10-11|07:29:22|Groceries|Costco|P|-329.40
2025-09-05|23:58:14|Transport|Lyft|P|-366.42
2024-10-08|20:16:10|Coffee|Starbucks|D|235.22
2023-02-14|23:58:07|Fast Food|McDonald's|P|-303.31
2022-12-21|11:52:58|Electronics|Apple|D|347.43
2025-10-19|02:57:29|Transport|Lyft|P|-14.64
2024-07-10|20:49:47|Groceries|Costco|D|177.07
2023-04-15|20:36:21|Subscription|Netflix|D|385.04
2022-10-07|23:29:23|Online Shopping|Amazon|D|64.99
2023-10-31|10:26:16|Gas|Shell|D|302.87
2022-12-16|02:49:47|Fast Food|McDonald's|P|-181.17
2024-06-01|18:47:48|Transport|Uber|D|478.29
2023-01-17|16:45:40|Online Shopping|Amazon|D|425.28
2025-12-26|11:19:02|Pharmacy|CVS|P|-450.73
2023-04-17|16:45:06|Fast Food|McDonald's|D|182.67
2025-08-27|22:17:19|Groceries|Costco|D|239.06
2024-12-23|22:35:49|Transport|Lyft|D|228.27
2025-01-21|15:30:48|Subscription|Netflix|P|-352.03
2025-08-07|22:50:03|Subscription|Netflix|P|-447.39
2023-08-27|10:53:15|Electronics|Apple|D|56.24
2022-03-12|15:58:20|Electronics|Apple|D|277.50
